title,timesCited,year,percentNonCS,numAuths
SymbexNet: Testing Network Protocol Implementations with Symbolic Execution and Rule-Based Specifications,25,2014,47.6190476190476,3
Symbolic Crosschecking of Data-Parallel Floating-Point Code,21,2014,0.0,3
Bayesian Networks For Evidence-Based Decision-Making in Software Engineering,39,2014,50.0,2
Dealing with Traceability in the MDDof Model Transformations,17,2014,25.0,4
GEA: A Goal-Driven Approach toDiscovering Early Aspects,7,2014,33.3333333333333,2
Researcher Bias: The Use of Machine Learning in Software Defect Prediction,184,2014,0.0,3
Automated Fixing of Programs with Contracts,87,2014,50.0,6
Conservation of Information: Software’sHidden Clockwork?,,2014,38.0952380952381,1
Formulating Cost-Effective Monitoring Strategies for Service-Based Systems,22,2014,0.0,6
Modular Software Model Checking for Distributed Systems,26,2014,0.0,5
REPENT: Analyzing the Nature of Identifier Renamings,37,2014,100.0,4
A Model-Driven Methodology for Developing Secure Data-Management Applications,17,2014,0.0,5
Analyzing Critical Decision-Based Processes,8,2014,28.5714285714286,3
Automatic Summarization of Bug Reports,76,2014,0.0,3
Effects of Developer Experience on Learning and Applying Unit Test-Driven Development,21,2014,33.3333333333333,1
On the Asymptotic Behavior of Adaptive Testing Strategy for Software Reliability Assessment,23,2014,51.4285714285714,3
Synthesizing Multithreaded Code from Real-Time Object-Oriented Models via Schedulability-Aware Thread Derivation,6,2014,0.0,1
An Observe-Model-Exercise* Paradigm to Test Event-Driven Systems with Undetermined Input Spaces,35,2014,0.0,2
Governing Software Process Improvementsin Globally Distributed Product Development,25,2014,0.0,1
iTree: Efficiently Discovering High-Coverage Configurations Using Interaction Trees,39,2014,0.0,3
You Are the Only Possible Oracle: Effective Test Selection for End Users of Interactive Machine Learning Systems,22,2014,0.0,5
Detecting Memory Leaks Statically with Full-Sparse Value-Flow Analysis,34,2014,0.0,3
GossipKit: A Unified ComponentFramework for Gossip,11,2014,0.0,3
Learning Assumptions for CompositionalVerification of Timed Systems,18,2014,0.0,5
Modeling Human-in-the-Loop Security Analysis and Decision-Making Processes,7,2014,0.0,4
Multi-Objective Quality-Driven Service Selection—A Fully Polynomial Time Approximation Scheme,,2014,0.0,3
Quality-Aware Service Selection for Service-Based Systems Based on Iterative Multi-Attribute Combinatorial Auction,71,2014,0.0,4
Signing Off: The State of the Journal,,2014,0.0,1
How Effectively Does Metamorphic Testing Alleviate the Oracle Problem?,94,2014,0.0,4
Overcoming the Equivalent Mutant Problem: A Systematic Literature Review and a Comparative Experiment of Second Order Mutation,,2014,0.0,4
Reducing Masking Effects in CombinatorialInteraction Testing: A Feedback DrivenAdaptive Approach,24,2014,0.0,4
Variability Mining: Consistent Semi-automatic Detection of Product-Line Features,63,2014,0.0,3
Improved Evolutionary Algorithm Design for the Project Scheduling Problem Based on Runtime Analysis,36,2014,0.0,3
Mining Workflow Models from Web Applications,7,2015,25.0,3
Round-Up: Runtime Verification of Quasi Linearizability for Concurrent Data Structures,,2015,39.1304347826087,3
An Ontology-Based Product Architecture Derivation Approach,10,2015,20.0,4
Exploring the Relationship between Software Process Adaptive Capability and Organisational Performance,29,2015,29.4117647058824,4
Software Plagiarism Detection with Birthmarks Based on Dynamic Key Instruction Sequences,29,2015,0.0,6
An Eye-Tracking Study of Java Programmers and Application to Source Code Summarization,20,2015,40.0,4
Assessing the Refactorability of Software Clones,37,2015,66.6666666666667,3
A Survey on Load Testing of Large-Scale Software Systems,,2015,21.4285714285714,2
Automated Oracle Data Selection Support,16,2015,50.0,4
On the Composability of Design Patterns,10,2015,25.0,2
Automated Checking of Conformance to Requirements Templates Using Natural Language Processing,64,2015,0.0,4
Facilitating Coordination between Software Developers: A Study and Techniques for Timely and Efficient Recommendations,9,2015,25.0,3
GALE: Geometric Active Learning for Search-Based Software Engineering,32,2015,39.344262295082,3
"Inferring Loop Invariants by Mutation, Dynamic Analysis, and Static Checking",12,2015,0.0,5
Cina: Suppressing the Detection of Unstable Context Inconsistency,7,2015,56.25,6
COVERT: Compositional Analysis of Android Inter-App Permission Leakage,81,2015,0.0,4
Identifying Renaming Opportunities by Expanding Conducted Rename Refactorings,8,2015,45.7142857142857,4
Practical Combinatorial Interaction Testing: Empirical Findings on Efficiency and Early Fault Detection,47,2015,33.3333333333333,4
Program Characterization Using Runtime Values and Its Application to Software Plagiarism Detection,22,2015,25.0,6
An I/O Efficient Approach for Detecting All Accepting Cycles,1,2015,0.0,6
Self-Adapting Reliability in Distributed Software Systems,19,2015,12.5,4
The Effect of GoF Design Patterns on Stability: A Case Study,41,2015,75.0,4
The Risks of Coverage-Directed Test Case Generation,52,2015,100.0,4
Where Do Configuration Constraints Stem From? An Extraction Approach and an Empirical Study,49,2015,100.0,4
"Aligning Qualitative, Real-Time, and Probabilistic Property Specification Patterns Using a Structured English Grammar",66,2015,0.0,5
BLISS: Improved Symbolic Execution by Bounded Lazy Initialization with SAT Support,22,2015,0.0,5
Extending the UML Statecharts Notation to Model Security Aspects,17,2015,20.8333333333333,5
Performance Analysis for Object-Oriented Software: A Systematic Mapping,,2015,100.0,4
Safer User Interfaces: A Case Study in Improving Number Entry,22,2015,0.0,1
Automatic Detection and Resolution of Lexical Ambiguity in Process Models,45,2015,25.0,3
Evaluating Legal Implementation Readiness Decision-Making,2,2015,17.5,3
Extracting Development Tasks to Navigate Software Documentation,34,2015,66.6666666666667,3
Forecasting Java Software Evolution Trends Employing Network Models,21,2015,50.0,2
Range Fixes: Interactive Error Resolution for Software Configuration,22,2015,0.0,6
Guided Mutation Testing for JavaScript Web Applications,25,2015,0.0,3
Integer Parameter Synthesis for Real-Time Systems,50,2015,42.8571428571429,3
Mining Version Histories for Detecting Code Smells,123,2015,66.6666666666667,5
Static Fault Localization in Model Transformations,50,2015,0.0,4
The Oracle Problem in Software Testing: A Survey,,2015,20.0,5
Are Slice-Based Cohesion Metrics Actually Useful in Effort-Aware Post-Release Fault-Proneness Prediction? An Empirical Study,26,2015,33.3333333333333,6
Improving Multi-Objective Test Case Selection by Injecting Diversity in Genetic Algorithms,54,2015,0.0,4
The Impact of API Change- and Fault-Proneness on the User Ratings of Android Apps,120,2015,42.8571428571429,4
"Using Declarative Specification to Improve the Understanding, Extensibility, and Comparison of Model-Inference Algorithms",23,2015,39.0243902439024,5
Automated Synthesis of Mediators to Support Component Interoperability,32,2015,0.0,2
"Embedding, Evolution, and Validation of Model-Driven Spreadsheets",19,2015,50.0,4
Generating Complete Controllable Test Suites for Distributed Testing,9,2015,0.0,1
Instance Generator and Problem Representation to Improve Object Oriented Code Coverage,46,2015,100.0,3
The Impact of View Histories on Edit Recommendations,19,2015,0.0,4
Exploiting Model Morphology for Event-Based Testing,8,2015,0.0,2
How Software Designers Interact with Sketches at the Whiteboard,21,2015,0.0,4
Quantitative Evaluation of Model-Driven Performance Analysis and Simulation of Component-Based Architectures,61,2015,33.3333333333333,5
Replicating and Re-Evaluating the Theory of Relative Defect-Proneness,13,2015,41.4634146341463,4
STAR: Stack Trace Based Automatic Crash Reproduction via Symbolic Execution,29,2015,0.0,2
A Systematic Study on Explicit-State Non-Zenoness Checking for Timed Automata,5,2015,66.6666666666667,7
Customizing the Representation Capabilities of Process Models: Understanding the Effects of Perceived Modeling Impediments,13,2015,66.6666666666667,4
Investigating Country Differences in Mobile App User Behavior and Challenges for Software Engineering,106,2015,50.0,5
The Design Space of Bug Fixes and How Developers Navigate It,34,2015,40.0,4
Who Will Stay in the FLOSS Community? Modeling Participant’s Initial Behavior,,2015,51.063829787234,2
An Industrial Survey of Safety Evidence Change Impact Analysis Practice,34,2016,0.0,4
Engineering Adaptive Model-Driven User Interfaces,19,2016,33.3333333333333,3
Finding and Evaluating the Performance Impact of Redundant Data Access for Applications that are Developed Using Object-Relational Mapping Frameworks,18,2016,80.0,5
Inner Source in Platform-Based Product Engineering,13,2016,0.0,4
Test Case Prioritization Using Lexicographical Ordering,16,2016,54.2372881355932,2
Composite Constant Propagation and its Application to Android Program Analysis,11,2016,0.0,4
Developer Micro Interaction Metrics for Software Defect Prediction,25,2016,55.5555555555556,5
Enhanced Code Conversion Approach for the Integrated Cross-Platform Mobile Development (ICPMD),3,2016,50.0,4
Parallel Algorithms for Testing Finite State Machines:Generating UIO Sequences,13,2016,75.0,2
Comments on “Researcher Bias: The Use of Machine Learning in Software Defect Prediction”,,2016,40.0,4
A Lightweight System for Detecting and Tolerating Concurrency Bugs,6,2016,20.0,6
A Multi-Objective Technique to Prioritize Test Cases,20,2016,85.7142857142857,5
Coverage-Aware Test Database Reduction,7,2016,14.2857142857143,4
Exploring Mobile End User Development: Existing Use and Design Factors,9,2016,71.4285714285714,4
HYDRA: Massively Compositional Model for Cross-Project Defect Prediction,88,2016,27.2727272727273,5
A Survey on Metamorphic Testing,,2016,57.8947368421053,4
Dynamic Testing for Deadlocks via Constraints,12,2016,0.0,2
Probabilistic Interface Automata,0,2016,50.0,3
Software Reliability Analysis Using Weakest Preconditions in Linear Assignment Programs,2,2016,57.1428571428571,5
The Role of Method Chains and Comments in Software Readability and Comprehension—An Experiment,,2016,85.7142857142857,2
A Survey on Software Fault Localization,,2016,55.5555555555556,5
Model Checking Software with First Order Logic Specifications Using AIG Solvers,2,2016,33.3333333333333,2
Parallel Performance Problems on Shared-Memory Multicore Systems: Taxonomy and Observation,6,2016,22.2222222222222,3
The Role of Ethnographic Studies in Empirical Software Engineering,34,2016,27.7777777777778,3
A Game-Theoretic Foundation for the Maximum Software Resilience against Dense Errors,5,2016,33.3333333333333,4
Asymptotic Perturbation Bounds for Probabilistic Model Checking with Empirically Determined Probability Parameters,10,2016,50.0,4
Designing Autonomic Management Systems by Using Reactive Control Techniques,7,2016,50.0,4
Dynamic Software Project Scheduling through a Proactive-Rescheduling Method,18,2016,33.3333333333333,4
Variability Analysis of Requirements: Considering Behavioral Differences and Reflecting Stakeholders’ Perspectives,,2016,16.6666666666667,3
"A Two-Component Language for Adaptation: Design, Semantics and Program Analysis",12,2016,66.6666666666667,3
Automatically Recommending Peer Reviewers in Modern Code Review,40,2016,0.0,3
Dynamic and Automatic Feedback-Based Threshold Adaptation for Code Smell Detection,11,2016,100.0,4
Enforcing Exception Handling Policies with a Domain-Specific Language,9,2016,0.0,4
Software Development in Startup Companies: The Greenfield Startup Model,78,2016,28.5714285714286,4
Bidirectional Symbolic Analysis for Effective Branch Testing,14,2016,46.6666666666667,3
Effect of Domain Knowledge on Elicitation Effectiveness: An Internally Replicated Controlled Experiment,10,2016,20.0,3
RELAI Testing: A Technique to Assess and Improve Software Reliability,12,2016,20.0,3
Targeted Scrum: Applying Mission Command to Agile Software Development,17,2016,43.4782608695652,2
To Be Optimal or Not in Test-Case Prioritization,42,2016,80.0,6
A Multi-Site Joint Replication of a Design Patterns Experiment Using Moderator Variables to Generalize across Contexts,5,2016,0.0,5
An Approach to Checking Consistency between UML Class Model and Its Java Implementation,12,2016,0.0,5
A Probabilistic Analysis of the Efficiency of Automated Software Testing,27,2016,0.0,2
Black-Box String Test Case Generation through a Multi-Objective Optimization,14,2016,30.0,2
"Mapping Bug Reports to Relevant Files: A Ranking Model, a Fine-Grained Benchmark, and Feature Evaluation",24,2016,37.5,3
"Detecting, Tracing, and Monitoring Architectural Tactics in Code",31,2016,50.0,2
Metamorphic Testing for Software Quality Assessment: A Study of Search Engines,53,2016,37.5,3
Verifying Synchronization for Atomicity Violation Fixing,4,2016,33.3333333333333,4
Automatic Source Code Summarization of Context for Java Methods,41,2016,25.0,2
