title|citation|isCS
Mahesh Viswanathan , Gul Agha , Youngmin Kwon, Model Checking MDPs with a Unique Compact Invariant Set of Distributions|Rohit Chadha , Vijay Anand Korthikanti , Mahesh Viswanathan , Gul Agha , Youngmin Kwon, Model Checking MDPs with a Unique Compact Invariant Set of Distributions, Proceedings of the 2011 Eighth International Conference on Quantitative Evaluation of SysTems, p.121-130, September 05-08, 2011  [doi>10.1109/QEST.2011.22]|0
tracker: a tool for estimating the energy consumption of software, CHI '10 Extended Abstracts on Human Factors|Nadine Amsel , Bill Tomlinson, Green tracker: a tool for estimating the energy consumption of software, CHI '10 Extended Abstracts on Human Factors in Computing Systems, April 10-15, 2010, Atlanta, Georgia, USA  [doi>10.1145/1753846.1753981]|1
Static analysis of run-time errors in embedded real-time parallel C programs|Antoine Miné. Static analysis of run-time errors in embedded real-time parallel C programs. Logical Methods in Computer Science, 8(1), 2012.|1
Large language models in machine translation|"T. Brants, A. C. Popat, P. Xu, F. J. Och, and J. Dean, ""Large language models in machine translation,"" in In Proceedings of the Joint Conference on Empirical Methods in Natural Language Processing and Computational Natural Language Learning, 2007, pp. 858--867."|1
Våldsamma datorspel och aggression|U. Dalquist and J. Christofferson, Våldsamma datorspel och aggression. Statens Medieråd, 2011.|0
Using test case metrics to predict code quality and effort|R. Harrison , L. G. Samaraweera, Using test case metrics to predict code quality and effort, ACM SIGSOFT Software Engineering Notes, v.21 n.5, p.78-88, Sept. 1996  [doi>10.1145/235969.235993]|1
Non-essential changes in version histories|"D. Kawrykow, M. P. Robillard, ""Non-essential changes in version histories"", Proc. 33rd Int. Conf. Softw. Eng., pp. 351-360, 2011."|1
Atomicity violations in object-oriented programs|C. von Praun and T. R. Gross, “Atomicity violations in object-oriented programs,” J. Object Technology 6(3), pp. 103–122, 2004.|1
VFloat: A variable precision fixed- and floating-point library for reconfigurable hardware|"X. Wang, M. Leeser, ""VFloat: A variable precision fixed- and floating-point library for reconfigurable hardware"", ACM Trans. Reconfigurable Technol. Syst., vol. 3, no. 3, pp. 16:1-16:34, Sep. 2010."|1
AdDroid: Privilege Separation for Applications and Advertisers in Android|Paul Pearce, Adrienne Porter Felt, Gabriel Nunez, and David Wagner. [n. d.]. AdDroid: Privilege Separation for Applications and Advertisers in Android. In ASIACCS ’12.|1
Device simulation framework|"Microsoft, ""Device simulation framework,"" in MSDN, 2010."|1
Software verification using k-induction|A. Donaldson, L. Haller, D. Kroening, and P. Rümmer, “Software verification using k-induction,” SAS, 2011, pp. 351–368.|1
check your regexps in intellij idea 11|"""How to check your regexps in intellij idea 11?"" {Online}. Available: http://blogs.jetbrains.com/idea/tag/regexp/"|1
DroidKin: Lightweight detection of Android apps similarity|"H. Gonzalez, N. Stakhanova, A. A. Ghorbani, ""DroidKin: Lightweight detection of Android apps similarity"", Sep. 24–26, 2014."|1
"How to Find Relevant Data for Effort Estimation?"", Proc. Int'l Symp"|"E. Kocaguneli, T. Menzies, ""How to Find Relevant Data for Effort Estimation?"", Proc. Int'l Symp. Empirical Software Eng. and Measurement, pp. 255-264, 2011."|1
Controlling Software Projects: Management Measurement and Estimates, Englewood Cliffs|T. DeMarco, Controlling Software Projects: Management Measurement and Estimates, Englewood Cliffs, NJ, USA:Yourdon Press, 1982.|1
Applied Probability for Engineers and Scientists|E. Suhir. Applied Probability for Engineers and Scientists. McGraw-Hill, New York, 1997.|0
"An incremental verification framework for component-based software systems"", Proc. 16th Int"|"K. Johnson, R. Calinescu, S. Kikuchi, ""An incremental verification framework for component-based software systems"", Proc. 16th Int. ACM SIGSOFT Symp. Compon.-Based Softw. Eng., pp. 33-42, 2013."|1
Self-healing multitier architectures using cascading rescue points|Angeliki Zavou , Georgios Portokalidis , Angelos D. Keromytis, Self-healing multitier architectures using cascading rescue points, Proceedings of the 28th Annual Computer Security Applications Conference, December 03-07, 2012, Orlando, Florida  [doi>10.1145/2420950.2421005]|1
Triggered message sequence charts, Proceedings of the 10th ACM SIGSOFT symposium on Foundations of software engineering|Bikram Sengupta , Rance Cleaveland, Triggered message sequence charts, Proceedings of the 10th ACM SIGSOFT symposium on Foundations of software engineering, November 18-22, 2002, Charleston, South Carolina, USA  [doi>10.1145/587051.587077]|1
IsaPlanner: A prototype proof planner in Isabelle|"L. Dixon and J. D. Fleuriot, ""IsaPlanner: A prototype proof planner in Isabelle,"" in Proceedings of CADE'03, ser. LNCS, vol. 2741, 2003, pp. 279-283."|1
Inferring aliasing and encapsulation properties for java|Kin-Keung Ma , Jeffrey S. Foster, Inferring aliasing and encapsulation properties for java, ACM SIGPLAN Notices, v.42 n.10, October 2007  [doi>10.1145/1297105.1297059]|1
de Pol. Towards model checking executable UML specifications|H. Hansen, J. Ketema, B. Luttik, M. Mousavi, and J. van de Pol. Towards model checking executable UML specifications in mCRL2. Innovations in Systems and Software Engineering, 6:83-90, 2010.|1
to successfully use software project simulation for educating software project managers|P. Mandl-Striegnitz, How to successfully use software project simulation for educating software project managers, Proceedings of the Frontiers in Education Conference, 2001. on 31st Annual, p.T2D-19-24vol.1, October 10-13, 2001|1
VerXCombo: An interactive data visualization of popular library version combinations|Yuki Yano, Raula Gaikovina Kula, Takashi Ishio, and Katsuro Inoue. 2015. VerXCombo: An interactive data visualization of popular library version combinations. In Proceedings of the 2015 IEEE 23rd International Conference on Program Comprehension. IEEE Press, 291–294.|1
A tool for checking ANSI-C programs. In Tools and Algorithms for the Construction and|E. Clarke, D. Kroening, and F. Lerda. A tool for checking ANSI-C programs. In Tools and Algorithms for the Construction and Analysis of Systems, LNCS 2988. Springer, 2004.|1
The esterel language|F. Boussinot and R. De Simone. The esterel language. Proceedings of the IEEE, 79(9):1293–1304, 1991.|1
Investigating functional and code size measures for mobile applications: A replicated study|"F. Ferrucci, C. Gravino, P. Salza, F. Sarro, ""Investigating functional and code size measures for mobile applications: A replicated study"", Proc. 16th Int. Conf. Product-Focused Softw. Process Improvement, pp. 271-287, 2015."|1
Perceptions of diversity on GitHub: a user survey|Bogdan Vasilescu , Vladimir Filkov , Alexander Serebrenik, Perceptions of diversity on GitHub: a user survey, Proceedings of the Eighth International Workshop on Cooperative and Human Aspects of Software Engineering, May 16-24, 2015, Florence, Italy|1
Apache HBase. https://hbase.apache.org. Last accessed|HBase. 2018. Apache HBase. https://hbase.apache.org. Last accessed: 01/29/2018.|1
Effect of test set minimization on fault detection effectiveness|W. Eric Wong , Joseph R. Horgan , Saul London , Aditya P. Mathur, Effect of test set minimization on fault detection effectiveness, Proceedings of the 17th international conference on Software engineering, p.41-50, April 24-28, 1995, Seattle, Washington, USA  [doi>10.1145/225014.225018]|1
Deursen , Tom Tourwe , Remco van Engelen, An Evaluation of Clone Detection Techniques for Identifying Crosscutting Concerns|Magiel Bruntink , Arie van Deursen , Tom Tourwe , Remco van Engelen, An Evaluation of Clone Detection Techniques for Identifying Crosscutting Concerns, Proceedings of the 20th IEEE International Conference on Software Maintenance, p.200-209, September 11-14, 2004|1
