Title,Citation
X-PERT: accurate identification of cross-browser issues in web applications,96
You Are the Only Possible Oracle: Effective Test Selection for End Users of Interactive Machine Learning Systems,22
Z3-str: a z3-based string solver for web application analysis,157
Zebu: A Language-Based Approach for Network Protocol Message Processing,24
ZenIDS: introspective intrusion detection for PHP applications,1
ZoomIn: discovering failures by detecting wrong assertions,7
aToucan: An Automated Framework to Derive UML Analysis Models from Use Case Models,48
iCoq: regression proof selection for large-scale verification projects,3
iDice: problem identification for emerging issues,7
iProbe: a lightweight user-level dynamic instrumentation tool,4
iTree: Efficiently Discovering High-Coverage Configurations Using Interaction Trees,39
make test-zesti: a symbolic execution solution for improving regression testing,66
relifix: automated repair of software regressions,81
symMMU: symbolically executed runtime libraries for symbolic memory access,4
µDroid: an energy-aware mutation testing framework for Android,16
αDiff: cross-version binary code similarity detection with DNN,7
